Time (s),Value A
58.00648856163025,7.21
58.05604290962219,5.19
58.10622239112854,10.95
58.15609264373779,1.73
58.20625972747803,5.56
58.25577163696289,1.41
58.30597972869873,4.24
58.35578727722168,9.94
58.4059739112854,1.73
58.45608973503113,6.92
58.50632071495056,9.38
58.55605411529541,2.23
58.60621738433838,5.83
58.6561222076416,2.23
58.70631790161133,12.48
58.75602173805237,7.34
58.806177377700806,1.41
58.85623073577881,7.68
58.90641450881958,5.19
58.956390380859375,1.41
59.005528688430786,8.54
59.05644083023071,9.38
59.10607957839966,3.87
59.15623140335083,11.35
59.205525636672974,1.73
59.25570487976074,8.42
59.306424140930176,4.35
59.35608267784119,8.71
59.40625762939453,4.24
59.45612621307373,10.86
59.50633001327515,5.0
59.55610013008118,4.12
59.606279373168945,7.0
59.65590524673462,5.91
59.706093072891235,9.53
59.75581216812134,9.27
59.80596303939819,12.56
59.855650901794434,8.83
59.90584468841553,8.54
59.95584678649902,7.68
